<label>|<Sentence Text>|<Always deliberative>|<Non-IIA>|<Sentiment>|<Subjectivity>
D0|"Our special guests from Maryland, who have been leaders on these issues: Special Assâ€™t Atty General Francis William Mann; Del Peter Franchot; Baltimore City Police Commisioner Thomas Fraiser; Baltimore Council Member Rochelle ""Rikki"" Spector."|||0.978767812|3.91E-07
|||||
D0|Six years ago, America was at peace, but many of our communities were at war|||-0.957877815|5.87E-05
D0|Illegal drugs were ravaging cities on both coasts and in the American heartland in between|||-0.901459098|1.23E-07
D0|Crack and methamphetamine use were at near-epidemic levels|||-0.994725287|0.15737998
D0|Drug dealers who controlled whole neighborhoods thought nothing of opening fire on passing police cars|||-0.975951195|2.69E-05
D0|Too many communities lived in terror|||-0.99683398|0.018223388
D0|Too many children feared they would not live to march in their high school graduations.|||-0.935663283|0.014629371
|||||
D0|I took office determined to give all those children back their futures and ail those communities back their peace of mind|||0.973287582|1.20E-05
D0|In every successive year of my presidency, I have proposed and passed the largest anti-drug budget ever|||0.972630799|0.94642484
D0|Between 1996 and 1999 alone, we have increased funding for anti-drug efforts by more than 30% -- even as we produced the first balanced budget in a generation|||0.99774456|0.99984384
D0|And under the leadership of Gen McCaffrey, we have put these resources to very good use: Unprecedented new tools for domestic law enforcement|||0.998575449|0.003814487
D0|Unprecedented new campaigns to convince young people that drugs kill|||0.749263287|0.001165691
D0|Unprecedented new efforts to stem the flow of drugs across our borders|||0.999388814|0.08344696
D0|Unprecedented new efforts to stop the revolving door between prison and the street, between drug use and criminal activity.|||0.999470413|0.009952903
|||||
D0|As you've heard from Gens Reno and McCaffrey, our strategy is working|||0.9978441|0.11193286
D0|Not only do we have the lowest crime rates in 25 years|||0.988317668|0.6872922
D0|Overall drug use is falling|||-0.999772131|0.1963427
D0|Even drug-use among young people is beginning to decline.|||-0.997798324|0.006389184
|||||
D0|But now is not a time to rest|||-0.808666825|0.002018918
D0|Now is the time to work harder than ever to build on these very encouraging trends|||0.988336384|0.351339
D0|At this time of prosperity, we have the resources, the proven strategies, and the confidence to make this new year the best year ever for reducing drugs and crime.|||0.999190032|0.004172873
|||||
D0|I believe that there is no better way to meet this ambitious goal than to expand our efforts to force prisoners to make a clean break from drugs|||-0.663663149|0.7155495
D0|Today, we are releasing a new study by the Department of Justice that offers even more convincing evidence that drug use stokes all types of crime, from property crimes like burglary and auto theft, to violent crimes like assault and murder|||0.963920951|0.000667335
D0|It shows that one in six offenders landed in prison for a crime he committed just to get money for drugs...that nearly a third of prisoners were using drugs at the time they committed their crimes...and that more than 80% of prisoners have a history of drug abuse|||-0.988292515|1.08E-06
D0|There is no question that if we are to continue reducing the rate of crime, we cannot afford to continue releasing criminals with their dangerous drug habits intact.|||0.766464949|0.2771825
|||||
D0|As you have heard from Gens Reno and McCaffrey, we have already done much to expand drug-testing and treatment in federal prisons and to encourage states to do the same|||0.932689369|0.7716981
D0|But today, we will make a quantum leap forward|||0.997312963|0.8305445
D0|I am proud to announce that the balanced budget I will submit to Congress will contain a $215 million zero-tolerance drug-supervision initiative, our nation's most comprehensive effort ever to test and treat not only criminals in prison, but also those out on probation and parole|||0.940602899|0.9984438
D0|To inmates in every state we will say: If you stay on drugs, then you'll stay behind bars|||-0.863865554|0.22494045
D0|And to probationers and parolees the message will be equally clear: If you want to keep your freedom, you have to keep free of drugs.|||0.852613688|0.8961312
|||||
D0|Through this initiative, we will also expand our efforts to help communities build and administer drug courts|||0.992347836|0.000352025
D0|As you have heard from Gen Reno, drug courts are one of the most effective ways of making offenders give up both drugs and a life of crime|||0.987070501|0.034858774
D0|When I took office there were four drug courts in operation, including the one Gen Reno launched in Miami|||0.951483548|4.39E-07
D0|Today, there are more than 400|||0.990146697|0.5898674
D0|And if my budget proposal is approved by Congress, we can have more than a thousand up and running by the end of next year.|||0.759613037|0.8570945
|||||
D0|I am also proud to announce that on top of these new budget proposals,we will free another $120 million for drug-free prison initiatives this year -- funds that will help states boost testing and treatment and purge their prisons of drugs with advanced new technologies.|||0.984480858|0.56161356
|||||
D0|In these final years of the 20th century, America has made tremendous progress in our efforts to free our children and our communities from the dangerous threat of drugs and crime|||0.998572946|0.002062775
D0|Now, as we begin a new century and a new millennium, we have a remarkable opportunity to harness all the resources of our criminal justice system -- our courts, prisons, prosecutors, probation officers, and police -- to break the drug habits of our prisoners, and break the cycle of drugs and crime for all time|||0.999257028|6.06E-07
D0|Let us seize it|||0.507952392|0.7235551
D0|Thank you and God bless you.|||0.975950181|0.9173384
|||||
D1|"I've suggested to both MD and ONDCP that they should postpone their 12/9 ""Drug-Free Prisons"" event until the first week in January when we anticipate being able to do a broader coerced abstinence event with new guidance for the use of prison funds, a DOJ report on drug testing/treatment in prisons and ONDCP's drug detection grants"|||-0.91692853|4.94E-05
